,date,description,category,type,amount,account,account_type,transaction_amount,balance_amount,is_recurring
590,2021-06-04,AMZN Mktp US*2X46L3LM0,Shopping,Debit,12.99,Amazon0413,credit_card,-12.99,-17425.97,FALSE
591,2021-06-04,Amazon.com*2X3CT5VY1,Shopping,Debit,11.6,Amazon0413,credit_card,-11.6,-17437.57,FALSE
592,2021-06-04,PREMIUM PARKING,Gas/Automotive,Debit,3.25,Amazon0413,credit_card,-3.25,-17440.82,FALSE
593,2021-06-04,CVS/PHARMACY #00866 MIAMI FL,Shopping,Debit,5.24,Citi0052,credit_card,-5.24,-17446.06,FALSE
594,2021-06-04,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,105.79,Chase3752,credit_card,105.79,-17340.27,TRUE
595,2021-06-05,THE HOME DEPOT 210,Shopping,Credit,14.96,Chase3229,credit_card,14.96,-17325.31,FALSE
596,2021-06-05,TARGET        00010751,Shopping,Debit,49.77,Amazon0413,credit_card,-49.77,-17375.08,FALSE
597,2021-06-05,SQ *THE LITTLE FARM  INC.,Gifts / Donations,Debit,3.37,Amazon0413,credit_card,-3.37,-17378.45,FALSE
598,2021-06-05,SQ *THE LITTLE FARM  INC.,Gifts / Donations,Debit,44.94,Amazon0413,credit_card,-44.94,-17423.39,FALSE
599,2021-06-05,PUBLIX #550 MIAMI FL,Groceries,Debit,12.93,Citi0052,credit_card,-12.93,-17436.32,FALSE
600,2021-06-06,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,56.61,Citi0052,credit_card,-56.61,-17492.93,FALSE
602,2021-06-07,TARGET.COM * 800-591-3869 MN,Shopping,Debit,27.38,Citi0052,credit_card,-27.38,-17523.8,FALSE
604,2021-06-07,TOP THAT YOGURT MIAMI FL,Shopping,Debit,12.94,Citi0052,credit_card,-12.94,-17565.69,FALSE
603,2021-06-07,TARGET.COM * 800-591-3869 MN,Shopping,Debit,28.95,Citi0052,credit_card,-28.95,-17552.75,FALSE
601,2021-06-07,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,3.49,Citi0052,credit_card,-3.49,-17496.42,FALSE
605,2021-06-08,PUBLIX #550,Groceries,Debit,31.96,Chase3229,credit_card,-31.96,-17597.65,FALSE
606,2021-06-08,NAVARRO DISCOUNT PHARMACY,Healthcare,Debit,4.39,Chase3229,credit_card,-4.39,-17602.04,FALSE
607,2021-06-08,CHEVRON 0202633,Gas/Automotive,Debit,37.19,Chase3229,credit_card,-37.19,-17639.23,FALSE
608,2021-06-08,PREMIUM PARKING,Gas/Automotive,Debit,4.25,Amazon0413,credit_card,-4.25,-17643.48,FALSE
609,2021-06-09,WENDY'S 1699,Food/Drink,Debit,18.27,Chase3229,credit_card,-18.27,-17661.75,FALSE
610,2021-06-09,TROPICAL SUPERMARKET #15,Groceries,Debit,8.48,Chase3229,credit_card,-8.48,-17670.23,FALSE
611,2021-06-09,SP * PROJECTCCG MONTEBELLO CA,Entertainment,Debit,5.0,Citi0052,credit_card,-5.0,-17675.23,FALSE
616,2021-06-10,PAYPAL *FWALSH21 4029357733 CA Digital Account Number XXXXXXXXXXXX6106,Entertainment,Debit,38.0,Citi0052,credit_card,-38.0,-17874.39,FALSE
615,2021-06-10,PREMIUM PARKING NEW ORLEANS LA,Gas/Automotive,Debit,3.25,Citi0052,credit_card,-3.25,-17836.39,FALSE
612,2021-06-10,CVS/PHARMACY #04059,Healthcare,Debit,9.62,Amazon0413,credit_card,-9.62,-17684.85,FALSE
613,2021-06-10,Amazon.com*2X9J49UR1,Groceries,Debit,116.39,Amazon0413,credit_card,-116.39,-17801.24,FALSE
614,2021-06-10,AMZN Mktp US*2X7S49032,Shopping,Debit,31.9,Amazon0413,credit_card,-31.9,-17833.14,FALSE
617,2021-06-11,AMZN Mktp US*2X30E9RZ1,Shopping,Debit,38.99,Amazon0413,credit_card,-38.99,-17913.38,FALSE
618,2021-06-11,Amazon Tips*2X37P3V32,Shopping,Debit,7.0,Amazon0413,credit_card,-7.0,-17920.38,FALSE
619,2021-06-11,AUTOPAY 201215063353120RAUTOPAY AUTO-PMT,Payment/Credit,Credit,1798.36,Citi0052,credit_card,1798.36,-16122.02,TRUE
625,2021-06-12,PDLJ-CAFE EL RENACER MIAMI FL,Food/Drink,Debit,24.21,Citi0052,credit_card,-24.21,-16561.23,FALSE
627,2021-06-12,SEA SIAM MIAMI FL,Food/Drink,Debit,101.4,Citi0052,credit_card,-101.4,-16688.63,FALSE
624,2021-06-12,PUBLIX #550 MIAMI FL,Groceries,Debit,17.96,Citi0052,credit_card,-17.96,-16537.02,FALSE
626,2021-06-12,SUNPASS*ACC107246358 888-865-5352 FL,Gas/Automotive,Debit,26.0,Citi0052,credit_card,-26.0,-16587.23,FALSE
622,2021-06-12,IKEA MIAMI,Shopping,Debit,215.88,Amazon0413,credit_card,-215.88,-16437.51,FALSE
621,2021-06-12,COURSRA2T6HGTPDJKLJVT,Services,Debit,39.0,Amazon0413,credit_card,-39.0,-16221.63,FALSE
620,2021-06-12,THE HOME DEPOT 6976,Shopping,Debit,60.61,Amazon0413,credit_card,-60.61,-16182.63,FALSE
623,2021-06-12,COMCAST CABLE COMM 800-COMCAST FL,Phone/Cable,Debit,81.55,Citi0052,credit_card,-81.55,-16519.06,TRUE
628,2021-06-13,TMOBILE*AUTO PAY,Phone/Cable,Debit,294.26,Chase3229,credit_card,-294.26,-16982.89,TRUE
629,2021-06-13,URBANOUTFITTERS.COM,Shopping,Debit,298.53,Amazon0413,credit_card,-298.53,-17281.42,FALSE
630,2021-06-13,AMZN Mktp US*2X1J23K10,Shopping,Debit,84.22,Amazon0413,credit_card,-84.22,-17365.64,FALSE
631,2021-06-13,Amazon.com*2X4JH7KP0,Shopping,Debit,9.62,Amazon0413,credit_card,-9.62,-17375.26,FALSE
632,2021-06-14,Amazon.com*2X3XY5IX0,Shopping,Debit,10.09,Amazon0413,credit_card,-10.09,-17385.35,FALSE
633,2021-06-14,Amazon.com*2X6F00950,Shopping,Debit,47.33,Amazon0413,credit_card,-47.33,-17432.68,FALSE
635,2021-06-15,GOOGLE *Google Storage 650-253-0000 CA,Phone/Cable,Debit,1.99,Citi0052,credit_card,-1.99,-17442.85,TRUE
636,2021-06-15,THE RAD SOAP CO LLC 646-595-0600 NY,Shopping,Debit,66.0,Citi0052,credit_card,-66.0,-17508.85,FALSE
634,2021-06-15,FRESCO Y MAS #387,Groceries,Debit,8.18,Amazon0413,credit_card,-8.18,-17440.86,FALSE
637,2021-06-16,PREMIUM PARKING,Gas/Automotive,Debit,3.25,Amazon0413,credit_card,-3.25,-17512.1,FALSE
638,2021-06-16,PUBLIX #550 MIAMI FL,Groceries,Debit,11.37,Citi0052,credit_card,-11.37,-17523.47,FALSE
639,2021-06-16,DISNEYPLUS 888-9057888 CA,Entertainment,Debit,9.05,Citi0052,credit_card,-9.05,-17532.52,FALSE
640,2021-06-16,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,3.11,Citi0052,credit_card,-3.11,-17535.63,FALSE
641,2021-06-17,POLLO TROPICAL 10006,Food/Drink,Debit,26.39,Chase3229,credit_card,-26.39,-17562.02,FALSE
642,2021-06-17,CHEVRON 0202649,Gas/Automotive,Debit,36.65,Chase3229,credit_card,-36.65,-17598.67,FALSE
643,2021-06-17,Amazon.com*216RY5MC1,Groceries,Debit,131.89,Amazon0413,credit_card,-131.89,-17730.56,FALSE
644,2021-06-18,AMZN Mktp US*215MY7O82,Shopping,Debit,31.23,Amazon0413,credit_card,-31.23,-17761.79,FALSE
645,2021-06-18,AMZN Mktp US*215VL7ZD0,Shopping,Debit,62.35,Amazon0413,credit_card,-62.35,-17824.14,FALSE
646,2021-06-18,PEDIATRIC ASSOCIATES #36,Healthcare,Debit,20.0,Amazon0413,credit_card,-20.0,-17844.14,FALSE
647,2021-06-18,DC TRANSIT SERVICE CEN MIAMI FL,Gas/Automotive,Debit,6.5,Citi0052,credit_card,-6.5,-17850.64,FALSE
652,2021-06-19,LYFT *2 RIDES 06-18 SAN FRANCISCO CA,Gas/Automotive,Debit,54.0,Citi0052,credit_card,-54.0,-17937.28,FALSE
651,2021-06-19,NETFLIX.COM NETFLIX.COM CA Digital Account Number XXXXXXXXXXXX6085,Phone/Cable,Debit,19.43,Citi0052,credit_card,-19.43,-17883.28,TRUE
650,2021-06-19,CVS/PHARMACY #05136,Healthcare,Debit,1.73,Amazon0413,credit_card,-1.73,-17863.85,FALSE
648,2021-06-19,CVS/PHARMACY #05136,Healthcare,Debit,4.48,Amazon0413,credit_card,-4.48,-17855.12,FALSE
649,2021-06-19,Amazon Tips*215IQ9FK2,Shopping,Debit,7.0,Amazon0413,credit_card,-7.0,-17862.12,FALSE
653,2021-06-20,Amazon Prime*2194F5AW0,Phone/Cable,Debit,12.99,Amazon0413,credit_card,-12.99,-17950.27,TRUE
654,2021-06-20,SP * PROJECTCCG MONTEBELLO CA,Entertainment,Debit,10.0,Citi0052,credit_card,-10.0,-17960.27,FALSE
655,2021-06-21,BURGER KING #09866 Q07,Food/Drink,Debit,3.2,Chase3229,credit_card,-3.2,-17963.47,FALSE
656,2021-06-21,DC TRANSIT SERVICE CENTER,Gas/Automotive,Debit,12.0,Chase3229,credit_card,-12.0,-17975.47,FALSE
657,2021-06-21,PDQ 435 OLO,Food/Drink,Debit,34.22,Amazon0413,credit_card,-34.22,-18009.69,FALSE
658,2021-06-21,Amazon.com*215ZR23Y2,Shopping,Debit,21.59,Amazon0413,credit_card,-21.59,-18031.28,FALSE
659,2021-06-21,STARBUCKS 800-782-7282 800-782-7282 WA Digital Account Number XXXXXXXXXXXX9070,Food/Drink,Debit,10.0,Citi0052,credit_card,-10.0,-18041.28,FALSE
660,2021-06-21,VISION RX PC 8013167937 UT,Healthcare,Debit,20.0,Citi0052,credit_card,-20.0,-18061.28,FALSE
661,2021-06-21,1-800 CONTACTS INC. 8002668228 UT,Healthcare,Debit,175.97,Citi0052,credit_card,-175.97,-18237.25,FALSE
665,2021-06-22,Amazon.com*218SJ0741,Shopping,Debit,25.75,Amazon0413,credit_card,-25.75,-18302.46,FALSE
664,2021-06-22,TST* PEPITO S PLAZA - BRI,Food/Drink,Debit,10.71,Chase3229,credit_card,-10.71,-18276.71,FALSE
662,2021-06-22,PUBLIX #550,Groceries,Debit,20.66,Chase3229,credit_card,-20.66,-18257.91,FALSE
663,2021-06-22,PUBLIX #550,Groceries,Debit,8.09,Chase3229,credit_card,-8.09,-18266.0,FALSE
666,2021-06-23,HAIR  CUTS AT THE PALMS,Services,Debit,30.0,Chase3229,credit_card,-30.0,-18332.46,FALSE
667,2021-06-23,CHICKFILA APP 86623220 8662322040 GA,Food/Drink,Debit,25.0,Citi0052,credit_card,-25.0,-18357.46,FALSE
668,2021-06-23,SHAWARMA FOOD,Food/Drink,Debit,5.01,Chase3752,credit_card,-5.01,-18362.47,FALSE
671,2021-06-24,PAYPAL *VIZMEDIALLC 4029357733 CA Digital Account Number XXXXXXXXXXXX6106,Entertainment,Debit,1.99,Citi0052,credit_card,-1.99,-18433.03,FALSE
669,2021-06-24,AMZN Mktp US*213AI46A0,Shopping,Debit,50.87,Amazon0413,credit_card,-50.87,-18413.34,FALSE
670,2021-06-24,AMZN Mktp US*292WY1CW1,Shopping,Debit,17.7,Amazon0413,credit_card,-17.7,-18431.04,FALSE
672,2021-06-24,TST* OJO DE AGUA - MIAMI,Food/Drink,Debit,21.94,Chase3752,credit_card,-21.94,-18454.97,FALSE
673,2021-06-25,PUBLIX #550,Groceries,Debit,11.33,Chase3229,credit_card,-11.33,-18466.3,FALSE
674,2021-06-26,THE HOME DEPOT 210,Shopping,Credit,85.57,Chase3229,credit_card,85.57,-18380.73,FALSE
675,2021-06-26,LENSCRAFTERS  0738,Healthcare,Debit,4.13,Chase3229,credit_card,-4.13,-18384.86,FALSE
676,2021-06-26,KOHL'S #1247,Shopping,Debit,5.88,Chase3229,credit_card,-5.88,-18390.74,FALSE
677,2021-06-26,NAVARRO DISCOUNT PHARMACY,Healthcare,Debit,7.29,Chase3229,credit_card,-7.29,-18398.03,FALSE
678,2021-06-26,SAFFRON INDIAN CUISINE,Food/Drink,Debit,62.43,Chase3229,credit_card,-62.43,-18460.46,FALSE
679,2021-06-26,AMZN Mktp US,Shopping,Credit,38.99,Amazon0413,credit_card,38.99,-18421.47,FALSE
680,2021-06-26,DICKS SPORTING GOODS1074,Shopping,Debit,117.63,Amazon0413,credit_card,-117.63,-18539.1,FALSE
681,2021-06-26,HLU*HULU 771611186339- HULU.COM/BILL CA,Phone/Cable,Debit,12.71,Citi0052,credit_card,-12.71,-18551.81,TRUE
682,2021-06-26,Spotify USA,Phone/Cable,Debit,10.79,Chase3752,credit_card,-10.79,-18562.6,TRUE
686,2021-06-27,Amazon.com*2979N1TN1,Groceries,Debit,183.61,Amazon0413,credit_card,-183.61,-16806.4,FALSE
685,2021-06-27,Amazon.com,Groceries,Credit,1.65,Amazon0413,credit_card,1.65,-16622.79,FALSE
683,2021-06-27,FUDDRUCKERS 7109,Food/Drink,Debit,61.84,Chase3229,credit_card,-61.84,-18624.44,FALSE
684,2021-06-27,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,2000.0,Chase3229,credit_card,2000.0,-16624.44,TRUE
687,2021-06-28,PUBLIX #550,Groceries,Debit,31.45,Chase3229,credit_card,-31.45,-16837.85,FALSE
688,2021-06-28,CVS/PHARMACY #00866,Healthcare,Debit,10.0,Chase3229,credit_card,-10.0,-16847.85,FALSE
689,2021-06-28,Amazon Tips*219BC1KQ2,Shopping,Debit,10.0,Amazon0413,credit_card,-10.0,-16857.85,FALSE
690,2021-06-28,AMZN Mktp US*218JL42R2,Shopping,Debit,32.38,Amazon0413,credit_card,-32.38,-16890.23,FALSE
691,2021-06-28,PEDIATRIC ASSOCIATES #36,Healthcare,Debit,20.0,Amazon0413,credit_card,-20.0,-16910.23,FALSE
692,2021-06-28,Amazon.com*210F882X2,Shopping,Debit,47.33,Amazon0413,credit_card,-47.33,-16957.56,FALSE
693,2021-06-28,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,3269.68,Amazon0413,credit_card,3269.68,-13687.88,TRUE
694,2021-06-28,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,2.92,Citi0052,credit_card,-2.92,-13690.8,FALSE
698,2021-06-30,APPLE.COM/BILL 866-712-7753 CA,Phone/Cable,Debit,0.99,Citi0052,credit_card,-0.99,-13782.74,TRUE
699,2021-06-30,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,13.45,Citi0052,credit_card,-13.45,-13796.19,FALSE
697,2021-06-30,PREMIUM PARKING,Gas/Automotive,Debit,3.25,Amazon0413,credit_card,-3.25,-13781.75,FALSE
695,2021-06-30,SHAWARMA FOOD,Food/Drink,Debit,49.41,Chase3229,credit_card,-49.41,-13740.21,FALSE
696,2021-06-30,CHEVRON 0200169,Gas/Automotive,Debit,38.29,Amazon0413,credit_card,-38.29,-13778.5,FALSE
700,2021-07-01,GYMBOREE P* NEW UNLIMI,Services,Debit,139.0,Chase3229,credit_card,-139.0,-13935.19,FALSE
701,2021-07-01,CORETCG 626-577-6696 CA,Entertainment,Debit,10.0,Citi0052,credit_card,-10.0,-13945.19,FALSE
702,2021-07-01,SP * PROJECTCCG MONTEBELLO CA,Entertainment,Debit,5.0,Citi0052,credit_card,-5.0,-13950.19,FALSE
703,2021-07-01,SUNPASS*ACC107246358 888-865-5352 FL,Gas/Automotive,Debit,30.0,Citi0052,credit_card,-30.0,-13980.19,FALSE
704,2021-07-02,TMX*Terminix Intl,Services,Debit,129.0,Chase3229,credit_card,-129.0,-14109.19,TRUE
705,2021-07-02,PUBLIX #550,Groceries,Debit,14.7,Chase3229,credit_card,-14.7,-14123.89,FALSE
706,2021-07-03,5GUYS 0346 ECOMM,Food/Drink,Debit,18.85,Chase3229,credit_card,-18.85,-14142.74,FALSE
707,2021-07-03,Amazon.com*2920L7AI0,Groceries,Debit,148.65,Amazon0413,credit_card,-148.65,-14291.39,FALSE
713,2021-07-04,CORETCG 626-577-6696 CA,Entertainment,Debit,10.0,Citi0052,credit_card,-10.0,-14495.71,FALSE
712,2021-07-04,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,2.39,Citi0052,credit_card,-2.39,-14485.71,FALSE
711,2021-07-04,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,1.12,Citi0052,credit_card,-1.12,-14483.32,FALSE
708,2021-07-04,SIAM PALACE,Food/Drink,Debit,163.32,Chase3229,credit_card,-163.32,-14454.71,FALSE
709,2021-07-04,PUBLIX #550,Groceries,Debit,20.49,Chase3229,credit_card,-20.49,-14475.2,FALSE
710,2021-07-04,Amazon Tips*294YU2SX1,Shopping,Debit,7.0,Amazon0413,credit_card,-7.0,-14482.2,FALSE
714,2021-07-05,TST* SERGIO S RESTAURANT,Food/Drink,Debit,5.33,Chase3229,credit_card,-5.33,-14501.04,FALSE
715,2021-07-05,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,10.79,Chase3752,credit_card,10.79,-14490.25,TRUE
716,2021-07-06,OLD NAVY ON-LINE,Shopping,Debit,67.94,Amazon0413,credit_card,-67.94,-14558.19,FALSE
721,2021-07-07,TARGET.COM * 800-591-3869 MN,Shopping,Debit,4.74,Citi0052,credit_card,-4.74,-14611.51,FALSE
719,2021-07-07,TARGET.COM * 800-591-3869 MN,Shopping,Debit,28.89,Citi0052,credit_card,-28.89,-14603.63,FALSE
720,2021-07-07,TARGET.COM * 800-591-3869 MN,Shopping,Debit,3.14,Citi0052,credit_card,-3.14,-14606.77,FALSE
717,2021-07-07,Amazon.com*293P31072,Shopping,Debit,5.34,Amazon0413,credit_card,-5.34,-14563.53,FALSE
718,2021-07-07,PUBLIX #261,Groceries,Debit,11.21,Amazon0413,credit_card,-11.21,-14574.74,FALSE
722,2021-07-08,MOD PIZZA THE PALMS,Food/Drink,Debit,28.33,Chase3229,credit_card,-28.33,-14639.84,FALSE
723,2021-07-08,PDQ 435,Food/Drink,Debit,34.22,Amazon0413,credit_card,-34.22,-14674.06,FALSE
724,2021-07-08,WM SUPERCENTER #5912,Groceries,Debit,16.29,Amazon0413,credit_card,-16.29,-14690.35,FALSE
725,2021-07-08,AMZN Mktp US*293M52GZ2,Shopping,Debit,84.46,Amazon0413,credit_card,-84.46,-14774.81,FALSE
726,2021-07-08,IKEA MIAMI,Shopping,Debit,49.17,Amazon0413,credit_card,-49.17,-14823.98,FALSE
727,2021-07-08,CORETCG 626-577-6696 CA,Entertainment,Debit,10.0,Citi0052,credit_card,-10.0,-14833.98,FALSE
728,2021-07-09,PUBLIX #550,Groceries,Debit,29.61,Chase3229,credit_card,-29.61,-14863.59,FALSE
729,2021-07-09,THE SIDE DECK GAMES,Entertainment,Debit,20.0,Chase3229,credit_card,-20.0,-14883.59,FALSE
732,2021-07-11,AUTOPAY 201215063353120RAUTOPAY AUTO-PMT,Payment/Credit,Credit,1532.2,Citi0052,credit_card,1532.2,-13403.63,TRUE
731,2021-07-11,PUBLIX #550,Groceries,Debit,48.55,Chase3229,credit_card,-48.55,-14935.83,FALSE
730,2021-07-11,COOLSTUFFINC.COM LLC,Entertainment,Debit,3.69,Chase3229,credit_card,-3.69,-14887.28,FALSE
733,2021-07-12,CVS/PHARMACY #00866,Healthcare,Debit,10.48,Chase3229,credit_card,-10.48,-13414.11,FALSE
734,2021-07-12,USPS PO 1159030194,Shopping,Debit,7.47,Chase3229,credit_card,-7.47,-13421.58,FALSE
735,2021-07-12,Amazon.com*2E59Y1331,Groceries,Debit,167.79,Amazon0413,credit_card,-167.79,-13589.37,FALSE
736,2021-07-12,Amazon.com*297WZ4II0,Shopping,Debit,50.76,Amazon0413,credit_card,-50.76,-13640.13,FALSE
737,2021-07-12,COURSRA2T6HGTPDJKLJVT,Services,Debit,39.0,Amazon0413,credit_card,-39.0,-13679.13,FALSE
738,2021-07-12,COMCAST CABLE COMM 800-COMCAST FL,Phone/Cable,Debit,81.55,Citi0052,credit_card,-81.55,-13760.68,TRUE
742,2021-07-13,FIRST FEDERAL CREDIT CTL,Services,Debit,69.71,Amazon0413,credit_card,-69.71,-14139.98,FALSE
739,2021-07-13,TST* SERGIO S RESTAURANT,Food/Drink,Debit,5.33,Chase3229,credit_card,-5.33,-13766.01,FALSE
740,2021-07-13,TMOBILE*AUTO PAY,Phone/Cable,Debit,294.26,Chase3229,credit_card,-294.26,-14060.27,TRUE
741,2021-07-13,Amazon Tips*296W38WA0,Shopping,Debit,10.0,Amazon0413,credit_card,-10.0,-14070.27,FALSE
745,2021-07-14,TARGET        00010751,Shopping,Debit,21.98,Amazon0413,credit_card,-21.98,-14308.72,FALSE
746,2021-07-14,PREMIUM PARKING,Gas/Automotive,Debit,3.25,Amazon0413,credit_card,-3.25,-14311.97,FALSE
743,2021-07-14,SEA SIAM,Food/Drink,Debit,107.63,Chase3229,credit_card,-107.63,-14247.61,FALSE
744,2021-07-14,CHEVRON 0202649,Gas/Automotive,Debit,39.13,Chase3229,credit_card,-39.13,-14286.74,FALSE
747,2021-07-15,COOLSTUFFINC.COM LLC,Entertainment,Debit,20.75,Chase3229,credit_card,-20.75,-14332.72,FALSE
748,2021-07-15,S.FL.ENT-CC01 KENDALL,Healthcare,Debit,70.0,Amazon0413,credit_card,-70.0,-14402.72,FALSE
749,2021-07-15,S.FL.ENT-CC01 KENDALL,Healthcare,Debit,95.88,Amazon0413,credit_card,-95.88,-14498.6,FALSE
750,2021-07-15,GOOGLE *Google Storage 650-253-0000 CA,Phone/Cable,Debit,1.99,Citi0052,credit_card,-1.99,-14500.59,TRUE
751,2021-07-16,STARBUCKS STORE 11749,Food/Drink,Debit,10.0,Chase3229,credit_card,-10.0,-14510.59,FALSE
752,2021-07-16,WENDY'S 1699,Food/Drink,Debit,17.96,Amazon0413,credit_card,-17.96,-14528.55,FALSE
753,2021-07-16,PARTY CITY 319,Shopping,Debit,26.58,Amazon0413,credit_card,-26.58,-14555.13,FALSE
754,2021-07-16,DISNEYPLUS 888-9057888 CA,Phone/Cable,Debit,9.05,Citi0052,credit_card,-9.05,-14564.18,TRUE
755,2021-07-17,SEA SIAM,Food/Drink,Debit,49.04,Chase3229,credit_card,-49.04,-14613.22,FALSE
756,2021-07-17,UBR POSTMATES,Food/Drink,Debit,53.34,Chase3229,credit_card,-53.34,-14666.56,FALSE
762,2021-07-18,AMZN Mktp US*2E0XB7B61,Shopping,Debit,5.9,Amazon0413,credit_card,-5.9,-14817.35,FALSE
761,2021-07-18,PAYPAL *PROPLAY,Entertainment,Debit,10.69,Chase3229,credit_card,-10.69,-14811.45,FALSE
760,2021-07-18,PAYPAL *PROPLAY,Entertainment,Debit,85.59,Chase3229,credit_card,-85.59,-14800.76,FALSE
758,2021-07-18,CVS/PHARMACY #00866,Healthcare,Debit,12.49,Chase3229,credit_card,-12.49,-14704.86,FALSE
757,2021-07-18,PUBLIX #550,Groceries,Debit,25.81,Chase3229,credit_card,-25.81,-14692.37,FALSE
759,2021-07-18,COOLSTUFFINC.COM LLC,Entertainment,Debit,10.31,Chase3229,credit_card,-10.31,-14715.17,FALSE
763,2021-07-19,SQ *PRO-PLAY GAMES,Shopping,Debit,32.1,Chase3229,credit_card,-32.1,-14849.45,FALSE
764,2021-07-19,AMZN Mktp US*2E9IV6050,Shopping,Debit,9.81,Amazon0413,credit_card,-9.81,-14859.26,FALSE
765,2021-07-19,AMZN Mktp US*2E3XD7NW2,Shopping,Debit,24.88,Amazon0413,credit_card,-24.88,-14884.14,FALSE
766,2021-07-19,NETFLIX.COM NETFLIX.COM CA Digital Account Number XXXXXXXXXXXX6085,Phone/Cable,Debit,19.43,Citi0052,credit_card,-19.43,-14903.57,TRUE
772,2021-07-20,PEDIATRIC ASSOCIATES #36,Healthcare,Debit,20.0,Amazon0413,credit_card,-20.0,-15088.56,FALSE
773,2021-07-20,TARGET.COM  *,Shopping,Debit,17.85,Amazon0413,credit_card,-17.85,-15106.41,FALSE
771,2021-07-20,UNITED      0169932204758,Gas/Automotive,Debit,39.0,Amazon0413,credit_card,-39.0,-15068.56,FALSE
769,2021-07-20,UNITED      0169932205259,Gas/Automotive,Debit,39.0,Amazon0413,credit_card,-39.0,-14990.56,FALSE
768,2021-07-20,Amazon Prime*2E7023X60,Phone/Cable,Debit,12.99,Amazon0413,credit_card,-12.99,-14951.56,TRUE
767,2021-07-20,UNITED      0169932183551,Gas/Automotive,Debit,35.0,Amazon0413,credit_card,-35.0,-14938.57,FALSE
770,2021-07-20,UNITED      0169932205258,Gas/Automotive,Debit,39.0,Amazon0413,credit_card,-39.0,-15029.56,FALSE
774,2021-07-21,STARBUCKS 800-782-7282,Food/Drink,Debit,15.0,Chase3229,credit_card,-15.0,-15121.41,FALSE
775,2021-07-21,HUDSONNEWS  ST701,Shopping,Debit,31.63,Chase3229,credit_card,-31.63,-15153.04,FALSE
776,2021-07-21,HUDSONNEWS  ST701,Shopping,Debit,12.74,Chase3229,credit_card,-12.74,-15165.78,FALSE
777,2021-07-21,TST* SERGIO S RESTAURANT,Food/Drink,Debit,72.62,Chase3229,credit_card,-72.62,-15238.4,FALSE
781,2021-07-22,SHOPRITESPLAINFIELDS1,Groceries,Debit,29.99,Amazon0413,credit_card,-29.99,-15339.11,FALSE
778,2021-07-22,WHOLEFDS MTC #10602,Groceries,Debit,35.61,Chase3229,credit_card,-35.61,-15274.01,FALSE
779,2021-07-22,STARBUCKS 800-782-7282,Food/Drink,Debit,15.0,Chase3229,credit_card,-15.0,-15289.01,FALSE
780,2021-07-22,BAGEL PANTRY,Food/Drink,Debit,20.11,Chase3229,credit_card,-20.11,-15309.12,FALSE
782,2021-07-23,BAGEL PANTRY,Food/Drink,Debit,11.69,Chase3229,credit_card,-11.69,-15350.8,FALSE
789,2021-07-24,LYFT   *1 RIDE 07-23,Gas/Automotive,Debit,75.0,Chase3229,credit_card,-75.0,-15598.02,FALSE
788,2021-07-24,UBER *TRIP HELP.UBER.COM,Gas/Automotive,Debit,76.92,Chase3229,credit_card,-76.92,-15523.02,FALSE
787,2021-07-24,UBER   TRIP,Gas/Automotive,Debit,13.94,Chase3229,credit_card,-13.94,-15446.1,FALSE
790,2021-07-24,PAYPAL *VIZMEDIALLC 4029357733 CA Digital Account Number XXXXXXXXXXXX6106,Entertainment,Debit,1.99,Citi0052,credit_card,-1.99,-15600.01,FALSE
785,2021-07-24,COOLSTUFFINC.COM LLC,Entertainment,Debit,47.4,Chase3229,credit_card,-47.4,-15417.79,FALSE
784,2021-07-24,7-ELEVEN 24724,Gas/Automotive,Debit,4.59,Chase3229,credit_card,-4.59,-15370.39,FALSE
783,2021-07-24,STARBUCKS 800-782-7282,Food/Drink,Debit,15.0,Chase3229,credit_card,-15.0,-15365.8,FALSE
786,2021-07-24,RITE AID 04821,Healthcare,Debit,14.37,Chase3229,credit_card,-14.37,-15432.16,FALSE
792,2021-07-25,GOOGLE *YouTube TV 650-253-0000 CA,Phone/Cable,Debit,73.54,Citi0052,credit_card,-73.54,-15742.6,TRUE
791,2021-07-25,Amazon.com*2P38F84R1,Groceries,Debit,69.05,Amazon0413,credit_card,-69.05,-15669.06,FALSE
793,2021-07-26,HLU*Hulu 771611185728-U,Phone/Cable,Debit,13.57,Chase3229,credit_card,-13.57,-15756.17,TRUE
794,2021-07-26,SHOPRITESPLAINFIELDS1,Groceries,Debit,74.18,Amazon0413,credit_card,-74.18,-15830.35,FALSE
795,2021-07-26,Amazon.com*2E1Y30UK0,Shopping,Debit,50.76,Amazon0413,credit_card,-50.76,-15881.11,FALSE
